daily_return,volatility,price_change_7d,volume_change_1d,marketcap_rank
0.008783561796856,0.0308538094219331,-0.0109747179785643,-0.0361860224602897,8
-0.0198395074148199,0.022262547777824,-0.0829430591398902,-0.3140231736973264,4
0.0188299714761513,0.0486981269496159,0.0263163075211723,-0.5461691206156432,18
-0.0230201418898033,0.0585258387780947,0.0398239979377466,0.3277245302296174,17
-0.0496513439494367,0.1129844776861885,-0.0295150427016188,-0.0966636939721893,15
-0.0048790191322403,0.0258095364864601,-0.0048503114888167,0.1908245120801404,18
0.0328575989503516,0.0588520153955326,0.0632491045366439,-0.1508198644538899,18
0.0015020645992366,0.0090582270713123,-0.0062471312559376,0.4378537845048369,8
-0.0192304834833288,0.0869028993586343,0.1362310336202155,-0.1541557470975516,10
-0.0126964623472544,0.0863289234910046,0.0584837647884461,0.0828474731615267,21
-0.0011925874679703,0.0123850362629794,0.0304279335487758,-0.0371456558344899,1
-0.0007938220172831,0.0245727561849103,0.0351706541297029,-0.4342973212986685,19
-0.0082677031015885,0.0323279490017089,-0.124451273127398,-0.2324785545819547,9
-0.0054750477597869,0.031219623424022,0.0430650615803374,0.0031897912089504,1
-0.0458409270451482,0.1120450951064673,0.0935980080528635,-0.4909017553277499,20
0.0003050379236513,0.0012686309003216,0.0022078503226512,0.0408723899623597,11
-0.0093119507368168,0.0642830577616612,0.1516770635422859,-0.1316483679917923,18
-0.0017396028360777,0.0547225156735318,0.0382988747263346,-0.0576736649816918,23
0.0052264769454863,0.0198731908633044,-0.0736373331070772,0.0358834525991687,20
-0.0001661643615342,0.0245397168963815,-0.0012881230624141,0.1705629313371046,11
-0.0067127556302389,0.0313974840667604,-0.0300305663156812,0.4887239291522647,18
0.0288733798434016,0.0547928984867035,-0.0807512597116073,0.0697376288948063,1
0.0164055174112207,0.036603880703752,0.0715223820664427,-0.0535064532778706,1
0.0204236266198797,0.0527696333049285,-0.112052611940387,-0.358419591740335,20
0.0250212938511211,0.0515819748792186,-0.0783346879181429,0.2657410820740591,17
-0.0045373637282857,0.0321572107583981,0.0122194511123192,-0.0459958143133863,6
-0.0150884989740373,0.0331110249961015,0.0070514291414804,-0.3881083856774771,19
0.0436169488943358,0.0670389413081539,-0.0122006599678057,0.0887660321087231,16
-0.011601668169686,0.0531865382940018,-0.0535586091536653,-0.3894943408576214,4
-0.0002869406310313,0.0014825865979763,-0.0012751300936416,0.0295281227412385,8
0.0023470147117752,0.0199830175358253,-0.0783482906545253,-0.4653276712156687,2
0.0116438893941653,0.0217164939370325,0.0040662711436907,-0.159254870998153,11
0.0153019065197125,0.0258874534908593,0.0543404993678167,-0.2262332919300718,2
0.0048003175923284,0.0215130276088404,0.0307530348497049,0.0639552285144988,23
-0.0120199988011553,0.0465093252257909,-0.0690015506501132,-0.1035489408202461,13
0.0002930542189907,0.0180188742757799,0.0132011745074127,-0.0424796540334388,7
-0.0095589600567191,0.0219618055021516,-0.0073898989955584,-0.2803733973196899,17
-0.0009151296776824,0.0253411248758838,-0.0045424451099933,0.1052226779069864,8
0.0072115557498323,0.0177871673777941,-0.0333422518043526,-0.1349599847307236,12
-0.0158136572261543,0.0304357575125667,0.0635596431865586,-0.4404649027816354,19
0.0069873810478318,0.0518796282723464,0.1583802360070985,0.110852635215616,2
0.0058890270815394,0.0283061294918485,0.0631417353232934,-0.497619778155886,2
0.0484544704184435,0.0711836837345595,-0.1768872559171436,0.0607314409763906,12
0.0180113751700486,0.0723730197493856,-0.0046733322327849,-0.09235664220808,23
-0.013048235296692,0.0405949231454878,-0.0907607486456445,-0.456232247325304,12
-0.0029249650433924,0.0115546806124682,0.0493690147523793,-0.02532752465095,9
-0.0460036210817213,0.0523315761182139,-0.0658170618108042,-0.1141394260484626,20
-0.0285395892560616,0.0547047404101414,-0.003902582089981,-0.122476706379257,23
0.0035448298801342,0.0074941532537951,0.0008045059368315,-0.0881196230432458,1
-0.0030230140149134,0.0209775889447443,-0.010679825238944,0.0497906981723301,18
-0.0222975046177256,0.0506494577625175,-0.0020685555936537,-0.1534509639226561,22
-0.0119359353881889,0.0278359255372342,-0.1083512860532972,-0.0735881502462021,22
0.0295340379810419,0.0534912035341424,0.1512364526645842,0.1641819009161358,2
-0.0116160316927066,0.0387666936132159,0.0425755402598713,-0.059432069034718,1
0.0189109356279948,0.0331560985706779,0.0730213554161047,-0.048605431035258,2
-0.044405352886447,0.0569811813521093,-0.0412533735210973,0.2099473053085661,22
0.0008757860130842,0.0262634792715271,0.0426577157977103,0.4046617204878249,2
0.0,0.0,0.0,-0.3764643631546619,8
0.0408120565358105,0.0586699498336976,-0.0282882479196948,-0.0324967799085811,15
0.0051178233419361,0.03874533568606,-0.0262613574101251,0.014102997886694,15
-0.0464846817630216,0.0708265529200428,-0.0823623592331072,-0.0258863729038948,12
-0.0029376657757456,0.0236253343646958,-0.0078594526748374,-0.0861253190780639,19
-0.000309105946643,0.0013131603676464,-0.0009223025430921,0.3924637850242904,11
0.0134946007443017,0.0266809307835125,0.0260106922246841,0.0524662150466412,4
0.0020219684708605,0.016535699948125,0.0023537447402868,-0.0326577752524008,11
-0.003252270227591,0.0346150001639975,0.0228151720070273,0.1645560423780572,2
0.0153166051133298,0.0242547016551676,0.0504453846734869,-0.1297069144891515,1
-0.0359672961185124,0.1038975075005754,0.159842280577185,0.0743363206698033,14
-0.0006789597850514,0.0218440648411612,0.0342620765168175,0.0261022747475405,18
-0.0150338611781786,0.0751297303975823,0.1363429334618184,-0.1684942661899846,15
-0.0082029873092883,0.0141024578118461,0.036671226776056,-0.0782062672829461,1
0.0543296353064062,0.0989393277883044,-0.1358075272708473,-0.3333118157714165,16
-0.0068311755406765,0.022597861984109,0.0239128896289941,-0.164057345690935,12
-0.0244707930336455,0.0904469815939708,0.088908680210991,0.2466655567449256,17
-0.00176000784594,0.0176540575184264,0.0064877294661029,0.0597455486497466,1
0.017987565717102,0.0638468488408798,-0.0710360111943021,0.0937482965025315,6
0.0071278412039024,0.0327730643667462,-0.0142669651923877,0.0254513582905044,4
0.0138963927339205,0.0309105795625048,0.050137758662067,-0.0643434265836134,19
0.0,0.0,0.0,0.0136085081154984,8
-0.039723991001089,0.0495218334883499,0.021720742971208,-0.016146863021989,16
-0.0546550130344073,0.064026226671357,-0.1010508236050483,0.0488449848024317,4
0.0199050313875175,0.0506786814945078,-0.0379477412750316,-0.1616977044523461,3
-0.0038757981211633,0.0329480578346173,0.0503723763991039,0.0203137513899667,2
0.014053296699417,0.0568518371474963,0.090661165022353,-0.0966929865811616,23
-0.0015184032848637,0.0262303176719975,-0.0755414964302275,-0.031326580491632,6
-0.0034308384895266,0.018111771195209,-0.0405246229544643,-0.0971356857885183,15
